GeneFamily,Sample,Value,Condition
UniRef90_A0A347T7K7|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A347T7K7|g__Lactobacillus.s__Lactobacillus_reuteri,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A347T7K7|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Experiment_256,54.3123530799,No-Monarch
UniRef90_A0A347T7K7|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Experiment_257,41.6096471343,No-Monarch
UniRef90_A0A347T7K7|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A347T7K7|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Experiment_259,34.8628718954,No-Monarch
UniRef90_A0A347T7K7|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A347T7K7|g__Lactobacillus.s__Lactobacillus_reuteri,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,GeneFamily,UniRef90_A0A351V9C3|unclassified,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_248,29.895563761,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_249,20.8466689407,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_251,49.927909060699996,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Experiment_254,30.771495926799997,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Experiment_255,18.7738412401,Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,GeneFamily,UniRef90_A0A351V9C3|unclassified,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_248,29.895563761,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_249,20.8466689407,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_251,49.927909060699996,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Experiment_254,30.771495926799997,Monarch
UniRef90_A0A351V9C3|unclassified,Monarch_Experiment_255,18.7738412401,Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A351V9C3|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A351XJ01|unclassified,GeneFamily,UniRef90_A0A351XJ01|unclassified,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Experiment_256,5.4994528079,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Experiment_257,38.250675364,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Experiment_258,25.162802474,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Experiment_259,18.8139654338,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A351XJ01|unclassified,GeneFamily,UniRef90_A0A351XJ01|unclassified,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Experiment_256,5.4994528079,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Experiment_257,38.250675364,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Experiment_258,25.162802474,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Experiment_259,18.8139654338,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A351XJ01|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A351XJZ9|unclassified,GeneFamily,UniRef90_A0A351XJZ9|unclassified,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Experiment_256,14.6761956447,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Experiment_257,43.8625326005,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Experiment_258,29.4520682646,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Experiment_259,9.888766654400001,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A351XJZ9|unclassified,GeneFamily,UniRef90_A0A351XJZ9|unclassified,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Experiment_256,14.6761956447,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Experiment_257,43.8625326005,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Experiment_258,29.4520682646,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Experiment_259,9.888766654400001,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A351XJZ9|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A351XMQ1|unclassified,GeneFamily,UniRef90_A0A351XMQ1|unclassified,Monarch
UniRef90_A0A351XMQ1|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A351XMQ1|unclassified,Monarch_Wild_249,0.0,Monarch
